name,code
Tranzystor MOSFET P-kanal SI2301 TO-252 niski Rds(on),VMPU2N
Stabilizator napiecia AMS1117-3.3 TO-92 uniwersalny,HG5G3Z
Cewka mocy 47 uH 1 A,V0PHHR
Rezonator kwarcowy 24 MHz HC-49 50 ppm,CPNYUO
Uklad logiczny 74HC32 DIP-16 przemyslowy,R1HIQW
Wzmacniacz operacyjny TLV2372 TSSOP-8 rail-to-rail,DXP36Z
Mikrokontroler STM32F103 DIP 48 MHz,PI46W1
Przekaznik AQY212 cewka 24 V styk 1C,5VV9VX
Zlacze DC 5.5/2.1 10 pin,7ERPXR
Rezystor metalizowany 4.7 ohm 0.5 W 1%,2T3PXS
Rezystor SMD 10 ohm 0805 5% niski szum,VD762J
Potencjometr montazowy 1 kOhm liniowy THT,FO78P0
Kondensator ceramiczny 100 pF 16 V X7R,1C2VB9
Kondensator elektrolityczny 10 uF 6.3 V radialny,5HER8Z
Kondensator foliowy 22 nF 63 V MKT,SK12EB
Dioda prostownicza 1N4007 DO-41 1 A,NJX0QO
Dioda Schottky MBR1100 DO-41 0.5 A,XQANGX
Dioda Zenera 6.2 V 0.25 W DO-35,F7KIDG
Dioda LED zielona 0805 standard,AAR3AZ
Tranzystor NPN 2N3904 TO-92 niskoszumny,DV0K08
Tranzystor PNP 2N3906 TO-92 niskoszumny,I8R9N9
Tranzystor MOSFET N-kanal BSS138 TO-220 logic level,ZM9HP9
Tranzystor MOSFET P-kanal DMG3415U TO-220 logic level,HKTTCH
Stabilizator napiecia AMS1117-3.3 TO-220 liniowy,16Q53S
Cewka mocy 100 uH 0.5 A,ZQ633P
Rezonator kwarcowy 24 MHz SMD 3225 20 ppm,RD44MQ
Uklad logiczny 74HC74 DIP-14 standard,BO26U3
Wzmacniacz operacyjny OPA2333 DIP-8 niskoszumny,9ZQZ7O
Mikrokontroler STM32F103 TQFP 8 MHz,S6VSK9
Rezystor metalizowany 4.7 ohm 0.5 W 2%,11ZB4I
Rezystor SMD 10 ohm 0805 5% standard,97879C
Potencjometr montazowy 1 kOhm liniowy SMD,CS4BL1
Kondensator ceramiczny 100 pF 16 V C0G,07KEJF
Kondensator elektrolityczny 10 uF 6.3 V osiowy,B2CEYJ
Kondensator foliowy 22 nF 63 V MKP,ORWFN2
Dioda prostownicza 1N4007 DO-41 2 A,VB1TJP
Dioda Schottky MBR1100 DO-41 1 A,INNIQD
Dioda Zenera 6.2 V 0.25 W SOD-123,479MTP
Dioda LED zielona 0805 jasna,WIDI4O
Tranzystor NPN 2N3904 TO-92 uniwersalny,PFS142
Tranzystor PNP 2N3906 TO-92 uniwersalny,4MA82K
Tranzystor MOSFET N-kanal BSS138 TO-220 niski Rds(on),1CSNAQ
Tranzystor MOSFET P-kanal DMG3415U TO-220 niski Rds(on),P2TJ9E
Stabilizator napiecia AMS1117-3.3 TO-220 niski spadek,F39VZE
Cewka mocy 100 uH 1 A,MH4UHS
Rezonator kwarcowy 24 MHz SMD 3225 30 ppm,CJON4D
Uklad logiczny 74HC74 DIP-14 przemyslowy,CDLOMX
Wzmacniacz operacyjny OPA2333 DIP-8 rail-to-rail,LOHF6N
Mikrokontroler STM32F103 TQFP 16 MHz,P06ELT
Rezystor metalizowany 4.7 ohm 0.5 W 5%,MNAF7B
Rezystor SMD 10 ohm 0805 5% wysoka stabilnosc,OI7YAP
Potencjometr montazowy 1 kOhm logarytmiczny THT,5KE0BK
Kondensator ceramiczny 100 pF 16 V Y5V,A9XXEY
Kondensator elektrolityczny 10 uF 6.3 V Low ESR,J4WPP5
Kondensator foliowy 22 nF 63 V PPS,3AWTGZ
Dioda prostownicza 1N4007 SMA 1 A,XVE4TS
Dioda Schottky MBR1100 SOD-123 0.5 A,RFQS6S
Dioda Zenera 6.2 V 0.25 W SMA,M3HLN6
Dioda LED zielona 0805 superjasna,D0P6LD
Tranzystor NPN 2N3904 TO-92 wysokie wzmocnienie,P4EO9Z
Tranzystor PNP 2N3906 TO-92 wysokie wzmocnienie,SW6CX0
Tranzystor MOSFET N-kanal BSS138 TO-252 logic level,43ZCIY
Tranzystor MOSFET P-kanal DMG3415U SOT-23 logic level,QLQAIY
Stabilizator napiecia AMS1117-3.3 TO-220 uniwersalny,ZBMOWB
Cewka mocy 220 uH 0.5 A,SO68F9
Rezonator kwarcowy 24 MHz SMD 3225 50 ppm,QGTT8H
Uklad logiczny 74HC74 SOIC-14 standard,GYTXI4
Wzmacniacz operacyjny OPA2333 SOIC-8 niskoszumny,2R7XPZ
Mikrokontroler STM32F103 TQFP 48 MHz,0H08HI
Rezystor metalizowany 4.7 ohm 0.5 W 10%,WIOAOO
Rezystor SMD 10 ohm 0805 5% motoryzacyjny,ZLZ5ZJ
Potencjometr montazowy 1 kOhm logarytmiczny SMD,S3D2LJ
Kondensator ceramiczny 100 pF 16 V NP0,B2N2FN
Kondensator elektrolityczny 10 uF 6.3 V 105C,9S1K0U
Kondensator foliowy 22 nF 63 V pulsowy,OUADBW
Dioda prostownicza 1N4007 SMA 2 A,8HXZPP
Dioda Schottky MBR1100 SOD-123 1 A,E2BOPG
Dioda Zenera 6.2 V 0.25 W MELF,1OEPBP
Dioda LED zielona 0805 dyfuzyjna,YMAW9J
Tranzystor NPN 2N3904 TO-92 szybki,9WQ497
Tranzystor PNP 2N3906 TO-92 szybki,YDTK7R
Tranzystor MOSFET N-kanal BSS138 TO-252 niski Rds(on),FYJMVS
Tranzystor MOSFET P-kanal DMG3415U SOT-23 niski Rds(on),47FMT7
Stabilizator napiecia AMS1117-3.3 SOT-223 liniowy,1PGXZ7
Cewka mocy 220 uH 1 A,MVZ87K
Rezonator kwarcowy 24 MHz SMD 5032 20 ppm,FEBU1L
Uklad logiczny 74HC74 SOIC-14 przemyslowy,KMGYWS
Wzmacniacz operacyjny OPA2333 SOIC-8 rail-to-rail,9YPYK6
Mikrokontroler STM32F103 QFN 8 MHz,HMUS93
Rezystor metalizowany 4.7 ohm 0.5 W 0.5%,RPKZJK
Rezystor SMD 10 ohm 0805 5% przemyslowy,RGDA7H
Potencjometr montazowy 1 kOhm precyzyjny THT,J0KZTT
Kondensator ceramiczny 100 pF 25 V X7R,9RBJ8A
Kondensator elektrolityczny 10 uF 10 V radialny,C73X1I
Kondensator foliowy 22 nF 100 V MKT,7PF2X2
Dioda prostownicza 1N4007 SMB 1 A,01ZCO6
Dioda Schottky MBR1100 SMA 0.5 A,T8US0Y
Dioda Zenera 6.2 V 0.5 W DO-35,ADTLW5
Dioda LED zielona 0805 clear,1RNH3I
Tranzystor NPN 2N3904 SOT-23 niskoszumny,OLF3K8
Tranzystor PNP 2N3906 SOT-23 niskoszumny,AFKDA5
Tranzystor MOSFET N-kanal BSS138 SOT-23 logic level,KUZBNQ
Tranzystor MOSFET P-kanal DMG3415U SO-8 logic level,4KCNQQ
Stabilizator napiecia AMS1117-3.3 SOT-223 niski spadek,HZ1BNJ
Cewka mocy 470 uH 0.5 A,BKQ4HJ
Rezonator kwarcowy 24 MHz SMD 5032 30 ppm,AMM6SF
Uklad logiczny 74HC74 TSSOP-14 standard,NS2RCB
Wzmacniacz operacyjny OPA2333 TSSOP-8 niskoszumny,GOGP1T
Mikrokontroler STM32F103 QFN 16 MHz,4HBWJR
Rezystor metalizowany 4.7 ohm 0.5 W 0.25%,OPIS9X
Rezystor SMD 10 ohm 0805 5% precyzyjny,4NIF13
Potencjometr montazowy 1 kOhm precyzyjny SMD,WF7MSV
Kondensator ceramiczny 100 pF 25 V C0G,ADHTNI
Kondensator elektrolityczny 10 uF 10 V osiowy,Q45RS1
Kondensator foliowy 22 nF 100 V MKP,LC4QBL
Dioda prostownicza 1N4007 SMB 2 A,1N2KUR
Dioda Schottky MBR1100 SMA 1 A,FQO46A
Dioda Zenera 6.2 V 0.5 W SOD-123,DWZ9TK
Dioda LED zielona 0805 ciepla,WCSG3U
Tranzystor NPN 2N3904 SOT-23 uniwersalny,VVOGWB
Tranzystor PNP 2N3906 SOT-23 uniwersalny,DI6UD8
Tranzystor MOSFET N-kanal BSS138 SOT-23 niski Rds(on),QU089G
Tranzystor MOSFET P-kanal DMG3415U SO-8 niski Rds(on),L0HQ5Z
Stabilizator napiecia AMS1117-3.3 SOT-223 uniwersalny,QKM0YE
Cewka mocy 470 uH 1 A,P1SMF7
Rezonator kwarcowy 24 MHz SMD 5032 50 ppm,8CPCZ0
Uklad logiczny 74HC74 TSSOP-14 przemyslowy,2C6W83
Wzmacniacz operacyjny OPA2333 TSSOP-8 rail-to-rail,SP6TKB
Mikrokontroler STM32F103 QFN 48 MHz,GWZPX1
Rezystor metalizowany 10 ohm 0.125 W 1%,C123R1
Rezystor SMD 10 ohm 1206 1% niski szum,4OT190
Potencjometr montazowy 2 kOhm liniowy THT,ICOIE2
Kondensator ceramiczny 100 pF 25 V Y5V,QK9U3H
Kondensator elektrolityczny 10 uF 10 V Low ESR,7KP287
Kondensator foliowy 22 nF 100 V PPS,HV4QGZ
Dioda prostownicza 1N4007 SMC 1 A,9MCOM8
Dioda Schottky MBR1100 SMB 0.5 A,TOKFP7
Dioda Zenera 6.2 V 0.5 W SMA,M5HS2T
Dioda LED zielona 1206 standard,YYQ8H1
Tranzystor NPN 2N3904 SOT-23 wysokie wzmocnienie,10NYNA
Tranzystor PNP 2N3906 SOT-23 wysokie wzmocnienie,U16ZC1
Tranzystor MOSFET N-kanal BSS138 SO-8 logic level,IG56BB
Tranzystor MOSFET P-kanal DMG3415U TO-252 logic level,YEZD6C
Stabilizator napiecia AMS1117-5.0 TO-92 liniowy,X25B1G
Cewka ferrytowa 1 uH 0.5 A,0KKQUN
Rezonator kwarcowy 27 MHz HC-49 20 ppm,315974
Uklad logiczny 74HC74 DIP-16 standard,RFFUQI
Wzmacniacz operacyjny AD823 DIP-8 niskoszumny,HHX4ME
Mikrokontroler PIC16F628A DIP 8 MHz,LW9HVF
Rezystor metalizowany 10 ohm 0.125 W 2%,A1LOX4
Rezystor SMD 10 ohm 1206 1% standard,U5QSR2
Potencjometr montazowy 2 kOhm liniowy SMD,7V1QW4
Kondensator ceramiczny 100 pF 25 V NP0,T6HUN7
Kondensator elektrolityczny 10 uF 10 V 105C,XBTTEG
Kondensator foliowy 22 nF 100 V pulsowy,WQ9M9Q
Dioda prostownicza 1N4007 SMC 2 A,71JIET
Dioda Schottky MBR1100 SMB 1 A,ZZFDIY
Dioda Zenera 6.2 V 0.5 W MELF,EAAON1
Dioda LED zielona 1206 jasna,1WKGKJ
Tranzystor NPN 2N3904 SOT-23 szybki,93BRLD
Tranzystor PNP 2N3906 SOT-23 szybki,8G330C
Tranzystor MOSFET N-kanal BSS138 SO-8 niski Rds(on),HQV4M9
Tranzystor MOSFET P-kanal DMG3415U TO-252 niski Rds(on),Y4GIUL
Stabilizator napiecia AMS1117-5.0 TO-92 niski spadek,WPSPK5
Cewka ferrytowa 1 uH 1 A,HTPROL
Rezonator kwarcowy 27 MHz HC-49 30 ppm,TU69OC
Uklad logiczny 74HC74 DIP-16 przemyslowy,1BJG6A
Wzmacniacz operacyjny AD823 DIP-8 rail-to-rail,6FSSET
Mikrokontroler PIC16F628A DIP 16 MHz,VH8P8I
Rezystor metalizowany 10 ohm 0.125 W 5%,IWSYEK
Rezystor SMD 10 ohm 1206 1% wysoka stabilnosc,1W0HVK
Potencjometr montazowy 2 kOhm logarytmiczny THT,6QB8AT
Kondensator ceramiczny 100 pF 50 V X7R,A50W5J
Kondensator elektrolityczny 10 uF 16 V radialny,TC6C99
Kondensator foliowy 22 nF 250 V MKT,5Z209X
Dioda prostownicza UF4001 DO-41 1 A,BQVSP6
Dioda Schottky MBR120 DO-41 0.5 A,F617VE
Dioda Zenera 6.2 V 1 W DO-35,CL9074
Dioda LED zielona 1206 superjasna,WF7Q16
Tranzystor NPN 2N3904 TO-18 niskoszumny,JF95EL
Tranzystor PNP 2N3906 TO-18 niskoszumny,ZNNPYS
Tranzystor MOSFET N-kanal AOD4184 TO-220 logic level,8ZHAH8
Tranzystor MOSFET P-kanal FDN306P TO-220 logic level,FZ4323
Stabilizator napiecia AMS1117-5.0 TO-92 uniwersalny,4HB39U
Cewka ferrytowa 2.2 uH 0.5 A,FC6YMB
Rezonator kwarcowy 27 MHz HC-49 50 ppm,F7SNO0
Uklad logiczny 74HC595 DIP-14 standard,4ZTIQV
Wzmacniacz operacyjny AD823 SOIC-8 niskoszumny,RB7EOY
Mikrokontroler PIC16F628A DIP 48 MHz,7XKTZV
Rezystor metalizowany 10 ohm 0.125 W 10%,QXUHDY
Rezystor SMD 10 ohm 1206 1% motoryzacyjny,BT6NU3
Potencjometr montazowy 2 kOhm logarytmiczny SMD,3DR4I7
Kondensator ceramiczny 100 pF 50 V C0G,5QHYK8
Kondensator elektrolityczny 10 uF 16 V osiowy,SY4RL2
Kondensator foliowy 22 nF 250 V MKP,UZJUWT
Dioda prostownicza UF4001 DO-41 2 A,QPYA9V
Dioda Schottky MBR120 DO-41 1 A,FKKO1K
Dioda Zenera 6.2 V 1 W SOD-123,9GZDOY
Dioda LED zielona 1206 dyfuzyjna,R7XVGX
Tranzystor NPN 2N3904 TO-18 uniwersalny,C3CH1A
Tranzystor PNP 2N3906 TO-18 uniwersalny,RIDVV4
Tranzystor MOSFET N-kanal AOD4184 TO-220 niski Rds(on),K0KPZT
Tranzystor MOSFET P-kanal FDN306P TO-220 niski Rds(on),C7PYXL
Stabilizator napiecia AMS1117-5.0 TO-220 liniowy,8JT15T
Cewka ferrytowa 2.2 uH 1 A,2MWSD4
Rezonator kwarcowy 27 MHz SMD 3225 20 ppm,I5UWGT
Uklad logiczny 74HC595 DIP-14 przemyslowy,V607U6
Wzmacniacz operacyjny AD823 SOIC-8 rail-to-rail,AI7MRU
Mikrokontroler PIC16F628A TQFP 8 MHz,W5B554
Rezystor metalizowany 10 ohm 0.125 W 0.5%,SYDJ1O
Rezystor SMD 10 ohm 1206 1% przemyslowy,FFZIZE
Potencjometr montazowy 2 kOhm precyzyjny THT,D2503Z
Kondensator ceramiczny 100 pF 50 V Y5V,YUNMSP
Kondensator elektrolityczny 10 uF 16 V Low ESR,V5VK68
Kondensator foliowy 22 nF 250 V PPS,TR91PU
Dioda prostownicza UF4001 SMA 1 A,152CXH
Dioda Schottky MBR120 SOD-123 0.5 A,5SGUY1
Dioda Zenera 6.2 V 1 W SMA,HOKIZ1
Dioda LED zielona 1206 clear,U3UDSC
Tranzystor NPN 2N3904 TO-18 wysokie wzmocnienie,BH8V1L
Tranzystor PNP 2N3906 TO-18 wysokie wzmocnienie,2DIX1F
Tranzystor MOSFET N-kanal AOD4184 TO-252 logic level,OLG8CO
Tranzystor MOSFET P-kanal FDN306P SOT-23 logic level,UWAJ1U
Stabilizator napiecia AMS1117-5.0 TO-220 niski spadek,ETF0EQ
Cewka ferrytowa 4.7 uH 0.5 A,547O8C
Rezonator kwarcowy 27 MHz SMD 3225 30 ppm,082CGH
Uklad logiczny 74HC595 SOIC-14 standard,PDFYV2
Wzmacniacz operacyjny AD823 TSSOP-8 niskoszumny,DB4T8F
Mikrokontroler PIC16F628A TQFP 16 MHz,NFA78Q
Rezystor metalizowany 10 ohm 0.125 W 0.25%,Z6EDDL
Rezystor SMD 10 ohm 1206 1% precyzyjny,ZQPVY5
Potencjometr montazowy 2 kOhm precyzyjny SMD,A4SQL6
Kondensator ceramiczny 100 pF 50 V NP0,R6FYS9
Kondensator elektrolityczny 10 uF 16 V 105C,ILWAIL
Kondensator foliowy 22 nF 250 V pulsowy,F0JMBF
Dioda prostownicza UF4001 SMA 2 A,6KJODP
Dioda Schottky MBR120 SOD-123 1 A,R9DH9X
Dioda Zenera 6.2 V 1 W MELF,LUMY1O
Dioda LED zielona 1206 ciepla,AITY0Y
Tranzystor NPN 2N3904 TO-18 szybki,H8MUAI
Tranzystor PNP 2N3906 TO-18 szybki,E2U8A5
Tranzystor MOSFET N-kanal AOD4184 TO-252 niski Rds(on),DZ0RB9
Tranzystor MOSFET P-kanal FDN306P SOT-23 niski Rds(on),YWX5FM
Stabilizator napiecia AMS1117-5.0 TO-220 uniwersalny,HO2XCN
Cewka ferrytowa 4.7 uH 1 A,THBPCV
Rezonator kwarcowy 27 MHz SMD 3225 50 ppm,OS757X
Uklad logiczny 74HC595 SOIC-14 przemyslowy,9KHEUU
Wzmacniacz operacyjny AD823 TSSOP-8 rail-to-rail,QYG90D
Mikrokontroler PIC16F628A TQFP 48 MHz,5QJAYU
Rezystor metalizowany 10 ohm 0.25 W 1%,4OSBP8
Rezystor SMD 10 ohm 1206 2% niski szum,TZBHGJ
Potencjometr montazowy 5 kOhm liniowy THT,S8QOFB
Kondensator ceramiczny 100 pF 100 V X7R,J23Q53
Kondensator elektrolityczny 10 uF 25 V radialny,69VK8H
Kondensator foliowy 47 nF 63 V MKT,JN9KX0
Dioda prostownicza UF4001 SMB 1 A,SS5JOQ
Dioda Schottky MBR120 SMA 0.5 A,NGMQFP
Dioda Zenera 9.1 V 0.25 W DO-35,GYEE5K
Dioda LED niebieska 3 mm standard,7XNB53
Tranzystor NPN S8050 TO-92 niskoszumny,YX5ZM4
Tranzystor PNP S8550 TO-92 niskoszumny,QJMZTT
Tranzystor MOSFET N-kanal AOD4184 SOT-23 logic level,ZHHISF
Tranzystor MOSFET P-kanal FDN306P SO-8 logic level,QIYUZS
Stabilizator napiecia AMS1117-5.0 SOT-223 liniowy,7KN65P
Cewka ferrytowa 10 uH 0.5 A,9Q2I3C
Rezonator kwarcowy 27 MHz SMD 5032 20 ppm,U3HPAI
Uklad logiczny 74HC595 TSSOP-14 standard,Z1AN05
Mikrokontroler PIC16F628A QFN 8 MHz,0XI005
Rezystor metalizowany 10 ohm 0.25 W 2%,HIJ6ED
Rezystor SMD 10 ohm 1206 2% standard,L476E3
Potencjometr montazowy 5 kOhm liniowy SMD,B1290S
Kondensator ceramiczny 100 pF 100 V C0G,A6NN58
Kondensator elektrolityczny 10 uF 25 V osiowy,81T5RC
Kondensator foliowy 47 nF 63 V MKP,CI6SZU
Dioda prostownicza UF4001 SMB 2 A,BZ9BT7
Dioda Schottky MBR120 SMA 1 A,UYD9M1
Dioda Zenera 9.1 V 0.25 W SOD-123,F9GONM
Dioda LED niebieska 3 mm jasna,EYTI0A
Tranzystor NPN S8050 TO-92 uniwersalny,68QOJA
Tranzystor PNP S8550 TO-92 uniwersalny,MWGCXC
Tranzystor MOSFET N-kanal AOD4184 SOT-23 niski Rds(on),PVIIVG
Tranzystor MOSFET P-kanal FDN306P SO-8 niski Rds(on),NOFPG5
Stabilizator napiecia AMS1117-5.0 SOT-223 niski spadek,A5WE5C
Cewka ferrytowa 10 uH 1 A,22O26E
Rezonator kwarcowy 27 MHz SMD 5032 30 ppm,ZT4LKC
Uklad logiczny 74HC595 TSSOP-14 przemyslowy,I42SRQ
Mikrokontroler PIC16F628A QFN 16 MHz,6HXP9N
Rezystor metalizowany 10 ohm 0.25 W 5%,2DAG9G
Rezystor SMD 10 ohm 1206 2% wysoka stabilnosc,T8VCHB
Potencjometr montazowy 5 kOhm logarytmiczny THT,64BWOZ
Kondensator ceramiczny 100 pF 100 V Y5V,6HU3AA
Kondensator elektrolityczny 10 uF 25 V Low ESR,9759ZN
Kondensator foliowy 47 nF 63 V PPS,87WZTF
Dioda prostownicza UF4001 SMC 1 A,Y5F0RU
Dioda Schottky MBR120 SMB 0.5 A,T6LM24
Dioda Zenera 9.1 V 0.25 W SMA,LYCUFD
Dioda LED niebieska 3 mm superjasna,3IHWXK
Tranzystor NPN S8050 TO-92 wysokie wzmocnienie,4OVOJM
Tranzystor PNP S8550 TO-92 wysokie wzmocnienie,O7VEDN
Tranzystor MOSFET N-kanal AOD4184 SO-8 logic level,3J37P0
Tranzystor MOSFET P-kanal FDN306P TO-252 logic level,D1U8W2
Stabilizator napiecia AMS1117-5.0 SOT-223 uniwersalny,J24U0Q
Cewka ferrytowa 22 uH 0.5 A,YUNXWI
Rezonator kwarcowy 27 MHz SMD 5032 50 ppm,PT70ZR
Uklad logiczny 74HC595 DIP-16 standard,0TRC89
Mikrokontroler PIC16F628A QFN 48 MHz,A7NVD4
Rezystor metalizowany 10 ohm 0.25 W 10%,U9BJK3
Rezystor SMD 10 ohm 1206 2% motoryzacyjny,IZWDO5
Potencjometr montazowy 5 kOhm logarytmiczny SMD,R96OQW
Kondensator ceramiczny 100 pF 100 V NP0,T8HYIJ
Kondensator elektrolityczny 10 uF 25 V 105C,61KVS3
Kondensator foliowy 47 nF 63 V pulsowy,Q997C9
Dioda prostownicza UF4001 SMC 2 A,EAGQAF
Dioda Schottky MBR120 SMB 1 A,PX7AIT
Dioda Zenera 9.1 V 0.25 W MELF,NSFLWS
Dioda LED niebieska 3 mm dyfuzyjna,EPIUEQ
Tranzystor NPN S8050 TO-92 szybki,TGKAN4
Tranzystor PNP S8550 TO-92 szybki,UOON1I
Tranzystor MOSFET N-kanal AOD4184 SO-8 niski Rds(on),4KAB5H
Tranzystor MOSFET P-kanal FDN306P TO-252 niski Rds(on),4543QR
Stabilizator napiecia LM317 TO-92 liniowy,WV4IKT
Cewka ferrytowa 22 uH 1 A,DSCMN4
Rezonator kwarcowy 32 MHz HC-49 20 ppm,JX99UI
Uklad logiczny 74HC595 DIP-16 przemyslowy,IULF9P
Mikrokontroler PIC16F877A DIP 8 MHz,8HY0NH
Rezystor metalizowany 10 ohm 0.25 W 0.5%,M74XQI
Rezystor SMD 10 ohm 1206 2% przemyslowy,CUUY24
Potencjometr montazowy 5 kOhm precyzyjny THT,53SR2Y
Kondensator ceramiczny 220 pF 16 V X7R,B3371J
Kondensator elektrolityczny 22 uF 6.3 V radialny,7BO0QA
Kondensator foliowy 47 nF 100 V MKT,73CUKM
Dioda prostownicza UF4002 DO-41 1 A,GI6I1O
Dioda Schottky BAT54 DO-41 0.5 A,3QUHKJ
Dioda Zenera 9.1 V 0.5 W DO-35,HLHXYZ
Dioda LED niebieska 3 mm clear,TRB3L9
Tranzystor NPN S8050 SOT-23 niskoszumny,EZNCG5
Tranzystor PNP S8550 SOT-23 niskoszumny,XIYGZJ
Tranzystor MOSFET N-kanal STP55NF06 TO-220 logic level,ZPWH1S
Stabilizator napiecia LM317 TO-92 niski spadek,1UZ2AS
Cewka ferrytowa 47 uH 0.5 A,FBPM96
Rezonator kwarcowy 32 MHz HC-49 30 ppm,K83VY8
Uklad logiczny 74HC138 DIP-14 standard,1NEFSC
Mikrokontroler PIC16F877A DIP 16 MHz,YKWOHM
Rezystor metalizowany 10 ohm 0.25 W 0.25%,4YEZRS
Rezystor SMD 10 ohm 1206 2% precyzyjny,SHB3OM
Potencjometr montazowy 5 kOhm precyzyjny SMD,N7H2TW
Kondensator ceramiczny 220 pF 16 V C0G,NKRY06
Kondensator elektrolityczny 22 uF 6.3 V osiowy,FJMDLY
Kondensator foliowy 47 nF 100 V MKP,EUPQJW
Dioda prostownicza UF4002 DO-41 2 A,XQ2Y5M
Dioda Schottky BAT54 DO-41 1 A,3XRY4B
Dioda Zenera 9.1 V 0.5 W SOD-123,QJVBQX
Dioda LED niebieska 3 mm ciepla,WEHSO9
Tranzystor NPN S8050 SOT-23 uniwersalny,UF7TK9
Tranzystor PNP S8550 SOT-23 uniwersalny,XJY0AY
Tranzystor MOSFET N-kanal STP55NF06 TO-220 niski Rds(on),3P8KP2
Stabilizator napiecia LM317 TO-92 uniwersalny,NY7BA6
Cewka ferrytowa 47 uH 1 A,KES15B
Rezonator kwarcowy 32 MHz HC-49 50 ppm,LG1ZGW
Uklad logiczny 74HC138 DIP-14 przemyslowy,WRF5JF
Mikrokontroler PIC16F877A DIP 48 MHz,FQMB67
Rezystor metalizowany 10 ohm 0.5 W 1%,Q4X8CO
Rezystor SMD 10 ohm 1206 5% niski szum,9VH874
Potencjometr montazowy 10 kOhm liniowy THT,SIN074
Kondensator ceramiczny 220 pF 16 V Y5V,8JR132
Kondensator elektrolityczny 22 uF 6.3 V Low ESR,CWK3OC
Kondensator foliowy 47 nF 100 V PPS,H9SQ51
Dioda prostownicza UF4002 SMA 1 A,888EVY
Dioda Schottky BAT54 SOD-123 0.5 A,192UM1
Dioda Zenera 9.1 V 0.5 W SMA,07PHA7
Dioda LED niebieska 5 mm standard,LHI83C
Tranzystor NPN S8050 SOT-23 wysokie wzmocnienie,BP8HJI
Tranzystor PNP S8550 SOT-23 wysokie wzmocnienie,CB5GWR
Tranzystor MOSFET N-kanal STP55NF06 TO-252 logic level,LBO94T
Stabilizator napiecia LM317 TO-220 liniowy,1Q05TV
Cewka ferrytowa 100 uH 0.5 A,HANTF5
Rezonator kwarcowy 32 MHz SMD 3225 20 ppm,NLG77K
Uklad logiczny 74HC138 SOIC-14 standard,3OZMPC
Mikrokontroler PIC16F877A TQFP 8 MHz,DS55GS
Rezystor metalizowany 10 ohm 0.5 W 2%,KBABJH
Rezystor SMD 10 ohm 1206 5% standard,56S4DH
Potencjometr montazowy 10 kOhm liniowy SMD,L63OXE
Kondensator ceramiczny 220 pF 16 V NP0,CF5EYW
Kondensator elektrolityczny 22 uF 6.3 V 105C,8WE3A7
Kondensator foliowy 47 nF 100 V pulsowy,LKCRT0
Dioda prostownicza UF4002 SMA 2 A,2YQ2O6
Dioda Schottky BAT54 SOD-123 1 A,43L1DA
Dioda Zenera 9.1 V 0.5 W MELF,89TQQ9
Dioda LED niebieska 5 mm jasna,4ZMI99
Tranzystor NPN S8050 SOT-23 szybki,TB7BYS
Tranzystor PNP S8550 SOT-23 szybki,HY4XYO
Tranzystor MOSFET N-kanal STP55NF06 TO-252 niski Rds(on),84GKQB
Stabilizator napiecia LM317 TO-220 niski spadek,1MEW6D
Cewka ferrytowa 100 uH 1 A,M520GA
Rezonator kwarcowy 32 MHz SMD 3225 30 ppm,5GL65Q
Uklad logiczny 74HC138 SOIC-14 przemyslowy,LZGZV3
Mikrokontroler PIC16F877A TQFP 16 MHz,X6L46D
Rezystor metalizowany 10 ohm 0.5 W 5%,GI0TO0
Rezystor SMD 10 ohm 1206 5% wysoka stabilnosc,V924Y2
Potencjometr montazowy 10 kOhm logarytmiczny THT,OCWSU3
Kondensator ceramiczny 220 pF 25 V X7R,5T8WEQ
Kondensator elektrolityczny 22 uF 10 V radialny,CNR202
Kondensator foliowy 47 nF 250 V MKT,34SVP6
Dioda prostownicza UF4002 SMB 1 A,GG3UN3
Dioda Schottky BAT54 SMA 0.5 A,QP1VZT
Dioda Zenera 9.1 V 1 W DO-35,GEQQMF
Dioda LED niebieska 5 mm superjasna,1XA6F1
Tranzystor NPN S8050 TO-18 niskoszumny,3DFGK1
Tranzystor PNP S8550 TO-18 niskoszumny,V5SUAA
Tranzystor MOSFET N-kanal STP55NF06 SOT-23 logic level,VBFUZS
Stabilizator napiecia LM317 TO-220 uniwersalny,FG7CTY
Cewka ferrytowa 220 uH 0.5 A,80915M
Rezonator kwarcowy 32 MHz SMD 3225 50 ppm,CR0RKG
Uklad logiczny 74HC138 TSSOP-14 standard,WWAFEU
Mikrokontroler PIC16F877A TQFP 48 MHz,AOFTLB
Rezystor metalizowany 10 ohm 0.5 W 10%,YCDD9I
Rezystor SMD 10 ohm 1206 5% motoryzacyjny,0SOP2R
Potencjometr montazowy 10 kOhm logarytmiczny SMD,NAI4GU
Kondensator ceramiczny 220 pF 25 V C0G,EHW47R
Kondensator elektrolityczny 22 uF 10 V osiowy,PYBCYV
Kondensator foliowy 47 nF 250 V MKP,1S2GQK
Dioda prostownicza UF4002 SMB 2 A,EYIRS7
Dioda Schottky BAT54 SMA 1 A,LGU469
Dioda Zenera 9.1 V 1 W SOD-123,CXKJOZ
Dioda LED niebieska 5 mm dyfuzyjna,OKSLF0
Tranzystor NPN S8050 TO-18 uniwersalny,B97MD1
